player_names_name,player_names_url,player_names_num_nat_name,player_names_basic_bio_name
Joao Sousa,https://www.atpworldtour.com/en/players/joao-sousa/sh90/overview,68,
Joao Sousa,https://www.atpworldtour.com/en/players/joao-sousa/sh90/overview,POR,
,,,29 (1989.03.30)
,,,2008
,,,163lbs(74kg)
,,,"6'1""(185cm)"
,,,"Guimaraes, Portugal"
,,,"Barcelona, Spain"
,,,"Right-Handed, Two-Handed Backhand"
,,,Frederico Marques
Pablo Cuevas,https://www.atpworldtour.com/en/players/pablo-cuevas/c882/overview,69,
Pablo Cuevas,https://www.atpworldtour.com/en/players/pablo-cuevas/c882/overview,URU,
,,,32 (1986.01.01)
,,,2004
,,,176lbs(80kg)
,,,"5'11""(180cm)"
,,,"Concordia, Argentina"
,,,"Salto, Uruguay"
,,,"Right-Handed, One-Handed Backhand"
,,,"Alberto Mancini, Facundo Savio"
Tomas Berdych,https://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,70,
Tomas Berdych,https://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,CZE,
,,,32 (1985.09.17)
,,,2002
,,,200lbs(91kg)
,,,"6'5""(196cm)"
,,,"Valasske Mezirici, CZE"
,,,"Monte Carlo, Monaco"
,,,"Right-Handed, Two-Handed Backhand"
,,,Martin Stepanek
Martin Klizan,https://www.atpworldtour.com/en/players/martin-klizan/k966/overview,71,
Martin Klizan,https://www.atpworldtour.com/en/players/martin-klizan/k966/overview,SVK,
,,,29 (1989.07.11)
,,,2007
,,,187lbs(85kg)
,,,"6'3""(191cm)"
,,,"Bratislava, Slovakia"
,,,"Bratislava, Slovakia"
,,,"Left-Handed, Two-Handed Backhand"
,,,Dominik Hrbaty
Denis Kudla,https://www.atpworldtour.com/en/players/denis-kudla/kb09/overview,72,
Denis Kudla,https://www.atpworldtour.com/en/players/denis-kudla/kb09/overview,USA,
,,,26 (1992.08.17)
,,,2010
,,,175lbs(79kg)
,,,"5'11""(180cm)"
,,,"Kiev, Ukraine"
,,,"Arlington, VA, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Dustin Taylor
Guillermo Garcia-Lopez,https://www.atpworldtour.com/en/players/guillermo-garcia-lopez/g476/overview,73,
Guillermo Garcia-Lopez,https://www.atpworldtour.com/en/players/guillermo-garcia-lopez/g476/overview,ESP,
,,,35 (1983.06.04)
,,,2002
,,,176lbs(80kg)
,,,"6'1""(185cm)"
,,,"La Roda (Albacete), Spain"
,,,"La Roda (Albacete), Spain"
,,,"Right-Handed, One-Handed Backhand"
,,,Jose Luis Aparisi
Taylor Fritz,https://www.atpworldtour.com/en/players/taylor-fritz/fb98/overview,74,
Taylor Fritz,https://www.atpworldtour.com/en/players/taylor-fritz/fb98/overview,USA,
,,,20 (1997.10.28)
,,,2015
,,,190lbs(86kg)
,,,"6'4""(193cm)"
,,,"Rancho Santa Fe, CA, USA"
,,,"Palos Verdes, CA, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Paul Annacone, David Nainkin"
Pierre-Hugues Herbert,https://www.atpworldtour.com/en/players/pierre-hugues-herbert/h996/overview,75,
Pierre-Hugues Herbert,https://www.atpworldtour.com/en/players/pierre-hugues-herbert/h996/overview,FRA,
,,,27 (1991.03.18)
,,,2010
,,,165lbs(75kg)
,,,"6'2""(188cm)"
,,,"Schiltigheim, France"
,,,"Delemont, Switzerland"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Fabrice Santoro, Benjamin Balleret, Jean Roch Herbert"
Denis Istomin,https://www.atpworldtour.com/en/players/denis-istomin/i165/overview,76,
Denis Istomin,https://www.atpworldtour.com/en/players/denis-istomin/i165/overview,UZB,
,,,31 (1986.09.07)
,,,2004
,,,194lbs(88kg)
,,,"6'2""(188cm)"
,,,"Orenburg, Russia"
,,,"Tashkent, Uzbekistan"
,,,"Right-Handed, Two-Handed Backhand"
,,,Klaudiya Istomina
Lukas Lacko,https://www.atpworldtour.com/en/players/lukas-lacko/l797/overview,77,
Lukas Lacko,https://www.atpworldtour.com/en/players/lukas-lacko/l797/overview,SVK,
,,,30 (1987.11.03)
,,,2005
,,,192lbs(87kg)
,,,"6'2""(188cm)"
,,,"Piestany, Slovakia"
,,,"Bratislava, Slovakia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Filip Havaj
Aljaz Bedene,https://www.atpworldtour.com/en/players/aljaz-bedene/bh09/overview,78,
Aljaz Bedene,https://www.atpworldtour.com/en/players/aljaz-bedene/bh09/overview,SLO,
,,,29 (1989.07.18)
,,,2008
,,,161lbs(73kg)
,,,"6'0""(183cm)"
,,,"Ljubljana, Slovenia"
,,,"London, England"
,,,"Right-Handed, Two-Handed Backhand"
,,,Nick Cavaday
Mackenzie McDonald,https://www.atpworldtour.com/en/players/mackenzie-mcdonald/mk66/overview,79,
Mackenzie McDonald,https://www.atpworldtour.com/en/players/mackenzie-mcdonald/mk66/overview,USA,
,,,23 (1995.04.16)
,,,2016
,,,160lbs(73kg)
,,,"5'10""(178cm)"
,,,"Piedmont, CA, USA"
,,,"Orlando, FL, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Mat Cloer
Evgeny Donskoy,https://www.atpworldtour.com/en/players/evgeny-donskoy/d864/overview,80,
Evgeny Donskoy,https://www.atpworldtour.com/en/players/evgeny-donskoy/d864/overview,RUS,
,,,28 (1990.05.09)
,,,2007
,,,165lbs(75kg)
,,,"6'1""(185cm)"
,,,"Moscow, Russia"
,,,"Moscow, Russia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Boris Sobkin
Mirza Basic,https://www.atpworldtour.com/en/players/mirza-basic/be67/overview,81,
Mirza Basic,https://www.atpworldtour.com/en/players/mirza-basic/be67/overview,BIH,
,,,27 (1991.07.12)
,,,2012
,,,194lbs(88kg)
,,,"6'2""(188cm)"
,,,"Sarajevo, Bosnia-Herzegovina"
,,,"Sarajevo, Bosnia-Herzegovina"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Damir Basic, Daniel Meyers"
Marius Copil,https://www.atpworldtour.com/en/players/marius-copil/ca99/overview,82,
Marius Copil,https://www.atpworldtour.com/en/players/marius-copil/ca99/overview,ROU,
,,,27 (1990.10.17)
,,,2008
,,,189lbs(86kg)
,,,"6'3""(191cm)"
,,,"Arad, Romania"
,,,"Arad, Romania"
,,,"Right-Handed, One-Handed Backhand"
,,,Andrei Pavel
Jozef Kovalik,https://www.atpworldtour.com/en/players/jozef-kovalik/kc04/overview,83,
Jozef Kovalik,https://www.atpworldtour.com/en/players/jozef-kovalik/kc04/overview,SVK,
,,,25 (1992.11.04)
,,,181lbs(82kg)
,,,"6'0""(183cm)"
,,,"Bratislava, Slovakia"
,,,"Bratislava, Slovakia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Boris Borgula
Mikhail Kukushkin,https://www.atpworldtour.com/en/players/mikhail-kukushkin/k926/overview,84,
Mikhail Kukushkin,https://www.atpworldtour.com/en/players/mikhail-kukushkin/k926/overview,KAZ,
,,,30 (1987.12.26)
,,,2006
,,,159lbs(72kg)
,,,"6'0""(183cm)"
,,,"Volgograd, Russia"
,,,"Astana, Kazakhstan"
,,,"Right-Handed, Two-Handed Backhand"
Jaume Munar,https://www.atpworldtour.com/en/players/jaume-munar/mu94/overview,85,
Jaume Munar,https://www.atpworldtour.com/en/players/jaume-munar/mu94/overview,ESP,
,,,21 (1997.05.05)
,,,2014
,,,171lbs(78kg)
,,,"5'11""(180cm)"
,,,"Santanyi, Mallorca, Spain"
,,,"Santanyi, Mallorca, Spain"
,,,"Right-Handed, Two-Handed Backhand"
,,,Rafa Nadal Academy
Alexandr Dolgopolov,https://www.atpworldtour.com/en/players/alexandr-dolgopolov/d801/overview,86,
Alexandr Dolgopolov,https://www.atpworldtour.com/en/players/alexandr-dolgopolov/d801/overview,UKR,
,,,29 (1988.11.07)
,,,2006
,,,157lbs(71kg)
,,,"5'11""(180cm)"
,,,"Kiev, Ukraine"
,,,"Monte Carlo, Monaco"
,,,"Right-Handed, Two-Handed Backhand"
,,,Stas Khmarskiy
Jiri Vesely,https://www.atpworldtour.com/en/players/jiri-vesely/v708/overview,87,
Jiri Vesely,https://www.atpworldtour.com/en/players/jiri-vesely/v708/overview,CZE,
,,,25 (1993.07.10)
,,,2009
,,,207lbs(94kg)
,,,"6'6""(198cm)"
,,,"Pribram, Czech Republic"
,,,"Ras Al Khaimah, UAE"
,,,"Left-Handed, Two-Handed Backhand"
,,,Theodor Devoty
Vasek Pospisil,https://www.atpworldtour.com/en/players/vasek-pospisil/pd07/overview,88,
Vasek Pospisil,https://www.atpworldtour.com/en/players/vasek-pospisil/pd07/overview,CAN,
,,,28 (1990.06.23)
,,,2007
,,,194lbs(88kg)
,,,"6'4""(193cm)"
,,,"Vernon, Canada"
,,,"Freeport, Bahamas"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Dirk Hordorff, Rainer Schuettler"
Laslo Djere,https://www.atpworldtour.com/en/players/laslo-djere/db63/overview,89,
Laslo Djere,https://www.atpworldtour.com/en/players/laslo-djere/db63/overview,SRB,
,,,23 (1995.06.02)
,,,2013
,,,176lbs(80kg)
,,,"6'1""(185cm)"
,,,"Senta, Serbia"
,,,"Senta, Serbia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Dejan Petrovic
Jared Donaldson,https://www.atpworldtour.com/en/players/jared-donaldson/dc58/overview,90,
Jared Donaldson,https://www.atpworldtour.com/en/players/jared-donaldson/dc58/overview,USA,
,,,21 (1996.10.09)
,,,2014
,,,165lbs(75kg)
,,,"6'2""(188cm)"
,,,"Providence, RI, USA"
,,,"Irvine, CA, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Jan-Michael Gambill
Yuichi Sugita,https://www.atpworldtour.com/en/players/yuichi-sugita/se73/overview,91,
Yuichi Sugita,https://www.atpworldtour.com/en/players/yuichi-sugita/se73/overview,JPN,
,,,29 (1988.09.18)
,,,2006
,,,159lbs(72kg)
,,,"5'9""(175cm)"
,,,"Sendai, Japan"
,,,"Tokyo, Japan"
,,,"Right-Handed, Two-Handed Backhand"
,,,Braen Aneiros
Bradley Klahn,https://www.atpworldtour.com/en/players/bradley-klahn/ka98/overview,92,
Bradley Klahn,https://www.atpworldtour.com/en/players/bradley-klahn/ka98/overview,USA,
,,,28 (1990.08.20)
,,,2012
,,,165lbs(75kg)
,,,"6'0""(183cm)"
,,,"Poway, CA, USA"
,,,"Poway, CA, USA"
,,,"Left-Handed, Two-Handed Backhand"
,,,"Peter Lucassen, Christian Groh"
Marcos Baghdatis,https://www.atpworldtour.com/en/players/marcos-baghdatis/b837/overview,93,
Marcos Baghdatis,https://www.atpworldtour.com/en/players/marcos-baghdatis/b837/overview,CYP,
,,,33 (1985.06.17)
,,,2003
,,,181lbs(82kg)
,,,"5'10""(178cm)"
,,,"Limassol, Cyprus"
,,,"Limassol, Cyprus"
,,,"Right-Handed, Two-Handed Backhand"
,,,Juan Spina
Paolo Lorenzi,https://www.atpworldtour.com/en/players/paolo-lorenzi/l503/overview,94,
Paolo Lorenzi,https://www.atpworldtour.com/en/players/paolo-lorenzi/l503/overview,ITA,
,,,36 (1981.12.15)
,,,2003
,,,169lbs(77kg)
,,,"6'0""(183cm)"
,,,"Rome, Italy"
,,,"Sarasota, FL, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Walter Grinovero, Martin Rodriguez"
Radu Albot,https://www.atpworldtour.com/en/players/radu-albot/a829/overview,95,
Radu Albot,https://www.atpworldtour.com/en/players/radu-albot/a829/overview,MDA,
,,,28 (1989.11.11)
,,,2008
,,,152lbs(69kg)
,,,"5'9""(175cm)"
,,,"Chisinau, Moldova"
,,,"Chisinau, Moldova"
,,,"Right-Handed, Two-Handed Backhand"
,,,Liam Smith
Yuki Bhambri,https://www.atpworldtour.com/en/players/yuki-bhambri/bf55/overview,96,
Yuki Bhambri,https://www.atpworldtour.com/en/players/yuki-bhambri/bf55/overview,IND,
,,,26 (1992.07.04)
,,,2008
,,,170lbs(77kg)
,,,"6'0""(183cm)"
,,,"New Delhi, India"
,,,"New Delhi, India"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Aditya Sachdeva, Stephen Koon"
Roberto Carballes Baena,https://www.atpworldtour.com/en/players/roberto-carballes-baena/cf59/overview,97,
Roberto Carballes Baena,https://www.atpworldtour.com/en/players/roberto-carballes-baena/cf59/overview,ESP,
,,,25 (1993.03.23)
,,,2011
,,,167lbs(76kg)
,,,"5'11""(180cm)"
,,,"Tenerife, Spain"
,,,"Granada, Spain"
,,,"Right-Handed, Two-Handed Backhand"
,,,Miguel Sanchez
Jason Kubler,https://www.atpworldtour.com/en/players/jason-kubler/kb95/overview,98,
Jason Kubler,https://www.atpworldtour.com/en/players/jason-kubler/kb95/overview,AUS,
,,,25 (1993.05.19)
,,,2011
,,,163lbs(74kg)
,,,"5'10""(178cm)"
,,,"Brisbane, Australia"
,,,"Brisbane, Australia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Desmond Tyson
Ilya Ivashka,https://www.atpworldtour.com/en/players/ilya-ivashka/i305/overview,99,
Ilya Ivashka,https://www.atpworldtour.com/en/players/ilya-ivashka/i305/overview,BLR,
,,,24 (1994.02.24)
,,,2013
,,,184lbs(83kg)
,,,"6'3""(191cm)"
,,,"Minsk, Belarus"
,,,"Minsk, Belarus"
,,,"Right-Handed, Two-Handed Backhand"
,,,Jose Checa-Calvo
Jurgen Zopp,https://www.atpworldtour.com/en/players/jurgen-zopp/z254/overview,100,
Jurgen Zopp,https://www.atpworldtour.com/en/players/jurgen-zopp/z254/overview,EST,
,,,30 (1988.03.29)
,,,2008
,,,194lbs(88kg)
,,,"6'3""(191cm)"
,,,"Tallinn, Estonia"
,,,"Tallinn, Estonia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Kim Tiilikainen
Stan Wawrinka,https://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,101,
Stan Wawrinka,https://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,SUI,
,,,33 (1985.03.28)
,,,2002
,,,179lbs(81kg)
,,,"6'0""(183cm)"
,,,"Lausanne, Switzerland"
,,,"Monte Carlo, Monaco"
,,,"Right-Handed, One-Handed Backhand"
,,,Magnus Norman
Viktor Troicki,https://www.atpworldtour.com/en/players/viktor-troicki/t840/overview,102,
Viktor Troicki,https://www.atpworldtour.com/en/players/viktor-troicki/t840/overview,SRB,
,,,32 (1986.02.10)
,,,2006
,,,189lbs(86kg)
,,,"6'4""(193cm)"
,,,"Belgrade, Serbia"
,,,"Monte Carlo, Monaco"
,,,"Right-Handed, Two-Handed Backhand"
,,,Boris Pashanski
Tim Smyczek,https://www.atpworldtour.com/en/players/tim-smyczek/sf62/overview,103,
Tim Smyczek,https://www.atpworldtour.com/en/players/tim-smyczek/sf62/overview,USA,
,,,30 (1987.12.30)
,,,2006
,,,160lbs(73kg)
,,,"5'9""(175cm)"
,,,"Milwaukee, WI, USA"
,,,"Dallas, TX, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Dustin Taylor
Ricardas Berankis,https://www.atpworldtour.com/en/players/ricardas-berankis/be90/overview,104,
Ricardas Berankis,https://www.atpworldtour.com/en/players/ricardas-berankis/be90/overview,LTU,
,,,28 (1990.06.21)
,,,2007
,,,170lbs(77kg)
,,,"5'9""(175cm)"
,,,"Vilnius, Lithuania"
,,,"Vilnius, Lithuania"
,,,"Right-Handed, Two-Handed Backhand"
,,,Jan Stoces
Hugo Dellien,https://www.atpworldtour.com/en/players/hugo-dellien/da31/overview,105,
Hugo Dellien,https://www.atpworldtour.com/en/players/hugo-dellien/da31/overview,BOL,
,,,25 (1993.06.16)
,,,165lbs(75kg)
,,,"5'10""(178cm)"
,,,Trinidad
,,,"Trinidad, Beni, Bolivia"
,,,"Right-Handed, Two-Handed Backhand"
Mikhail Youzhny,https://www.atpworldtour.com/en/players/mikhail-youzhny/y061/overview,106,
Mikhail Youzhny,https://www.atpworldtour.com/en/players/mikhail-youzhny/y061/overview,RUS,
,,,36 (1982.06.25)
,,,1999
,,,160lbs(73kg)
,,,"6'0""(183cm)"
,,,"Moscow, Russia"
,,,"Moscow, Russia"
,,,"Right-Handed, One-Handed Backhand"
,,,Boris Sobkin
Marcel Granollers,https://www.atpworldtour.com/en/players/marcel-granollers/g710/overview,107,
Marcel Granollers,https://www.atpworldtour.com/en/players/marcel-granollers/g710/overview,ESP,
,,,32 (1986.04.12)
,,,2003
,,,169lbs(77kg)
,,,"6'3""(191cm)"
,,,"Barcelona, Spain"
,,,"Barcelona, Spain"
,,,"Right-Handed, Two-Handed Backhand"
,,,Juan Balcells
Jordan Thompson,https://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,108,
Jordan Thompson,https://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,AUS,
,,,24 (1994.04.20)
,,,2013
,,,181lbs(82kg)
,,,"6'0""(183cm)"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Desmond Tyson
Hubert Hurkacz,https://www.atpworldtour.com/en/players/hubert-hurkacz/hb71/overview,109,
Hubert Hurkacz,https://www.atpworldtour.com/en/players/hubert-hurkacz/hb71/overview,POL,
,,,21 (1997.02.11)
,,,2015
,,,179lbs(81kg)
,,,"6'5""(196cm)"
,,,"Wroclaw, Poland"
,,,"Wroclaw, Poland"
,,,"Right-Handed, Two-Handed Backhand"
Thomas Fabbiano,https://www.atpworldtour.com/en/players/thomas-fabbiano/f586/overview,110,
Thomas Fabbiano,https://www.atpworldtour.com/en/players/thomas-fabbiano/f586/overview,ITA,
,,,29 (1989.05.26)
,,,2005
,,,152lbs(69kg)
,,,"5'8""(173cm)"
,,,"Grottaglie, Italy"
,,,"San Giorgio Jonico, Italy"
,,,"Right-Handed, Two-Handed Backhand"
,,,Fabio Gorietti and Federico Torresi
Federico Delbonis,https://www.atpworldtour.com/en/players/federico-delbonis/d874/overview,111,
Federico Delbonis,https://www.atpworldtour.com/en/players/federico-delbonis/d874/overview,ARG,
,,,27 (1990.10.05)
,,,2007
,,,194lbs(88kg)
,,,"6'3""(191cm)"
,,,"Azul, Argentina"
,,,"Azul, Argentina"
,,,"Left-Handed, Two-Handed Backhand"
,,,Gustavo Tavernini
Corentin Moutet,https://www.atpworldtour.com/en/players/corentin-moutet/mw02/overview,112,
Corentin Moutet,https://www.atpworldtour.com/en/players/corentin-moutet/mw02/overview,FRA,
,,,19 (1999.04.19)
,,,2016
,,,150lbs(68kg)
,,,"5'9""(175cm)"
,,,"Paris, France"
,,,"Boulogne-Billancourt, France"
,,,"Left-Handed, Two-Handed Backhand"
,,,Laurent Raymond
Guido Andreozzi,https://www.atpworldtour.com/en/players/guido-andreozzi/a887/overview,113,
Guido Andreozzi,https://www.atpworldtour.com/en/players/guido-andreozzi/a887/overview,ARG,
,,,27 (1991.08.05)
,,,2010
,,,170lbs(77kg)
,,,"6'0""(183cm)"
,,,"Buenos Aires, Argentina"
,,,"Buenos Aires, Argentina"
,,,"Right-Handed, Two-Handed Backhand"
,,,Mariano Hood
Adrian Menendez-Maceiras,https://www.atpworldtour.com/en/players/adrian-menendez-maceiras/mb53/overview,114,
Adrian Menendez-Maceiras,https://www.atpworldtour.com/en/players/adrian-menendez-maceiras/mb53/overview,ESP,
,,,32 (1985.10.28)
,,,2005
,,,165lbs(75kg)
,,,"6'0""(183cm)"
,,,"Marbella, Spain"
,,,"Marbella, Spain"
,,,"Right-Handed, Two-Handed Backhand"
Jason Jung,https://www.atpworldtour.com/en/players/jason-jung/j380/overview,115,
Jason Jung,https://www.atpworldtour.com/en/players/jason-jung/j380/overview,TPE,
,,,29 (1989.06.15)
,,,2011
,,,152lbs(69kg)
,,,"5'11""(180cm)"
,,,"Torrance, CA, USA"
,,,"Torrance, CA, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Oliver Messerli
Pedro Sousa,https://www.atpworldtour.com/en/players/pedro-sousa/s483/overview,116,
Pedro Sousa,https://www.atpworldtour.com/en/players/pedro-sousa/s483/overview,POR,
,,,30 (1988.05.27)
,,,2007
,,,154lbs(70kg)
,,,"5'10""(178cm)"
,,,"Lisbon, Portugal"
,,,"Lisbon, Portugal"
,,,"Right-Handed, Two-Handed Backhand"
,,,Rui Machado
Felix Auger-Aliassime,https://www.atpworldtour.com/en/players/felix-auger-aliassime/ag37/overview,117,
Felix Auger-Aliassime,https://www.atpworldtour.com/en/players/felix-auger-aliassime/ag37/overview,CAN,
,,,18 (2000.08.08)
,,,2017
,,,185lbs(84kg)
,,,"6'3""(191cm)"
,,,"Montreal, Canada"
,,,"Montreal, Canada"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Guillaume Marx, Frederic Fontang"
Thiago Monteiro,https://www.atpworldtour.com/en/players/thiago-monteiro/mj08/overview,118,
Thiago Monteiro,https://www.atpworldtour.com/en/players/thiago-monteiro/mj08/overview,BRA,
,,,24 (1994.05.31)
,,,2011
,,,172lbs(78kg)
,,,"6'0""(183cm)"
,,,"Fortaleza, Brazil"
,,,"Rio de Janeiro, Brazil"
,,,"Left-Handed, Two-Handed Backhand"
,,,Carlos Matos and Joao Zwetsch
Peter Polansky,https://www.atpworldtour.com/en/players/peter-polansky/pb22/overview,119,
Peter Polansky,https://www.atpworldtour.com/en/players/peter-polansky/pb22/overview,CAN,
,,,30 (1988.06.15)
,,,2007
,,,176lbs(80kg)
,,,"6'0""(183cm)"
,,,"Toronto, Canada"
,,,"Toronto, Canada"
,,,"Right-Handed, Two-Handed Backhand"
Michael Mmoh,https://www.atpworldtour.com/en/players/michael-mmoh/mp01/overview,120,
Michael Mmoh,https://www.atpworldtour.com/en/players/michael-mmoh/mp01/overview,USA,
,,,20 (1998.01.10)
,,,2016
,,,187lbs(85kg)
,,,"6'1""(185cm)"
,,,"Riyadh, Saudi Arabia"
,,,"Bradenton, FL, USA"
,,,"Right-Handed, Two-Handed Backhand"
,,,Alexander Waske
Lorenzo Sonego,https://www.atpworldtour.com/en/players/lorenzo-sonego/su87/overview,121,
Lorenzo Sonego,https://www.atpworldtour.com/en/players/lorenzo-sonego/su87/overview,ITA,
,,,23 (1995.05.11)
,,,2013
,,,168lbs(76kg)
,,,"6'3""(191cm)"
,,,"Turin, Italy"
,,,"Turin, Italy"
,,,"Right-Handed, Two-Handed Backhand"
,,,Gipo Arbino
Henri Laaksonen,https://www.atpworldtour.com/en/players/henri-laaksonen/l949/overview,122,
Henri Laaksonen,https://www.atpworldtour.com/en/players/henri-laaksonen/l949/overview,SUI,
,,,26 (1992.03.31)
,,,2009
,,,172lbs(78kg)
,,,"6'1""(185cm)"
,,,"Lohja, Finland"
,,,"Glattpark, Switzerland"
,,,"Right-Handed, Two-Handed Backhand"
,,,Ville Liukko
Juan Ignacio Londero,https://www.atpworldtour.com/en/players/juan-ignacio-londero/lb84/overview,123,
Juan Ignacio Londero,https://www.atpworldtour.com/en/players/juan-ignacio-londero/lb84/overview,ARG,
,,,25 (1993.08.15)
,,,2010
,,,154lbs(70kg)
,,,"5'11""(180cm)"
,,,"Jesus Maria, Argentina"
,,,"Buenos Aires, Argentina"
,,,"Right-Handed, Two-Handed Backhand"
,,,Andres Schneiter
Nicolas Kicker,https://www.atpworldtour.com/en/players/nicolas-kicker/kc29/overview,124,
Nicolas Kicker,https://www.atpworldtour.com/en/players/nicolas-kicker/kc29/overview,ARG,
,,,26 (1992.08.16)
,,,2009
,,,165lbs(75kg)
,,,"5'10""(178cm)"
,,,"Merlo, Argentina"
,,,"Merlo, Argentina"
,,,"Right-Handed, One-Handed Backhand"
,,,Juan Pablo Gandara
Yannick Maden,https://www.atpworldtour.com/en/players/yannick-maden/mh16/overview,125,
Yannick Maden,https://www.atpworldtour.com/en/players/yannick-maden/mh16/overview,GER,
,,,28 (1989.10.28)
,,,2013
,,,155lbs(70kg)
,,,"6'1""(185cm)"
,,,"Stuttgart, Germany"
,,,"Stuttgart, Germany"
,,,"Right-Handed, Two-Handed Backhand"
,,,"Fidi Beutel, Markus Wislsperger"
Pablo Andujar,https://www.atpworldtour.com/en/players/pablo-andujar/a596/overview,126,
Pablo Andujar,https://www.atpworldtour.com/en/players/pablo-andujar/a596/overview,ESP,
,,,32 (1986.01.23)
,,,2003
,,,167lbs(76kg)
,,,"5'11""(180cm)"
,,,"Cuenca, Spain"
,,,"Valencia, Spain"
,,,"Right-Handed, Two-Handed Backhand"
,,,Carlos Calderon
Gilles Muller,https://www.atpworldtour.com/en/players/gilles-muller/ma30/overview,127,
Gilles Muller,https://www.atpworldtour.com/en/players/gilles-muller/ma30/overview,LUX,
,,,35 (1983.05.09)
,,,2001
,,,196lbs(89kg)
,,,"6'4""(193cm)"
,,,"Luxembourg City, Luxembourg"
,,,"Reckange-sur-Mess, Luxembourg"
,,,"Left-Handed, Two-Handed Backhand"
,,,"Benjamin Balleret, Alexandre Lisiecki"
Ruben Bemelmans,https://www.atpworldtour.com/en/players/ruben-bemelmans/be54/overview,128,
Ruben Bemelmans,https://www.atpworldtour.com/en/players/ruben-bemelmans/be54/overview,BEL,
,,,30 (1988.01.14)
,,,2006
,,,165lbs(75kg)
,,,"6'0""(183cm)"
,,,"Genk, Belgium"
,,,"Maasmechelen, Belgium"
,,,"Left-Handed, Two-Handed Backhand"
,,,Fred Hemmes and Johan Van Herck
Yannick Hanfmann,https://www.atpworldtour.com/en/players/yannick-hanfmann/h997/overview,129,
Yannick Hanfmann,https://www.atpworldtour.com/en/players/yannick-hanfmann/h997/overview,GER,
,,,26 (1991.11.13)
,,,2015
,,,190lbs(86kg)
,,,"6'4""(193cm)"
,,,"Karlsruhe, Germany"
,,,"Munich, Germany"
,,,"Right-Handed, Two-Handed Backhand"
,,,Lars Uebel
Ernests Gulbis,https://www.atpworldtour.com/en/players/ernests-gulbis/g858/overview,130,
Ernests Gulbis,https://www.atpworldtour.com/en/players/ernests-gulbis/g858/overview,LAT,
,,,29 (1988.08.30)
,,,2004
,,,194lbs(88kg)
,,,"6'4""(193cm)"
,,,"Riga, Latvia"
,,,"Jurmala, Latvia"
,,,"Right-Handed, Two-Handed Backhand"
,,,Pjotrs Necajevs
Nicolas Mahut,https://www.atpworldtour.com/en/players/nicolas-mahut/m873/overview,131,
Nicolas Mahut,https://www.atpworldtour.com/en/players/nicolas-mahut/m873/overview,FRA,
,,,36 (1982.01.21)
,,,2000
,,,176lbs(80kg)
,,,"6'3""(191cm)"
,,,"Angers, France"
,,,"Boulogne-Billancourt, France"
,,,"Right-Handed, One-Handed Backhand"
,,,"Michael Llodra, Nicolas Copin"
Elias Ymer,https://www.atpworldtour.com/en/players/elias-ymer/y218/overview,132,
Elias Ymer,https://www.atpworldtour.com/en/players/elias-ymer/y218/overview,SWE,
,,,22 (1996.04.10)
,,,2014
,,,174lbs(79kg)
,,,"6'0""(183cm)"
,,,"Skara, Sweden"
,,,"Stockholm, Sweden"
,,,"Right-Handed, Two-Handed Backhand"
,,,Robin Soderling
Gerald Melzer,https://www.atpworldtour.com/en/players/gerald-melzer/mi43/overview,133,
Gerald Melzer,https://www.atpworldtour.com/en/players/gerald-melzer/mi43/overview,AUT,
,,,28 (1990.07.13)
,,,2007
,,,176lbs(80kg)
,,,"6'2""(188cm)"
,,,"Vienna, Austria"
,,,"Vienna, Austria"
,,,"Left-Handed, Two-Handed Backhand"
,,,Werner Eschauer and Roland Berger
Ramkumar Ramanathan,https://www.atpworldtour.com/en/players/ramkumar-ramanathan/rb56/overview,134,
Ramkumar Ramanathan,https://www.atpworldtour.com/en/players/ramkumar-ramanathan/rb56/overview,IND,
,,,23 (1994.11.08)
,,,169lbs(77kg)
,,,"6'2""(188cm)"
,,,"Chennai, India"
,,,"Barcelona, ESP & Chennai, IND"
